incident_id,detected_at,asset_id,user_id,threat_actor_id,attack_vector,severity,status,mttr_hours,time_to_detect_hours,time_to_contain_hours,cost_usd,data_sensitivity,detection_source,alert_count,cvss_like,mitre_tactic,mitre_technique,severity_score,risk_score,mttr_bucket,date,hour
2873,2025-04-14 20:33:00,212,340,25,Ddos,Low,Closed,15,15,7,989.76,Public,Waf,2,6.5,Impact,T1059,1,1.813,4-24h,2025-04-14,20
2874,2024-08-30 05:23:00,274,191,11,Malware,Low,In Progress,19,8,7,1237.0,Restricted,Email Gateway,3,4.1,Persistence,T1055,1,1.955,4-24h,2024-08-30,5
2875,2025-07-11 00:48:00,57,540,14,Ddos,Low,Closed,15,3,4,837.13,Internal,Siem,2,6.4,Privilege Escalation,T1210,1,1.802,4-24h,2025-07-11,0
2876,2023-08-03 01:27:00,262,527,22,Malware,High,In Progress,10,6,3,878.12,Internal,User Report,2,3.6,Command And Control,T1041,3,4.482,4-24h,2023-08-03,1
2877,2024-11-28 13:31:00,210,508,33,Phishing,High,Closed,6,4,8,276.1,Restricted,Edr,2,10.0,Exfiltration,T1021,3,6.592,4-24h,2024-11-28,13
2878,2023-10-13 10:51:00,283,225,31,Phishing,Medium,Closed,9,6,8,1049.63,Internal,Ids,1,6.9,Defense Evasion,T1547,2,2.343,4-24h,2023-10-13,10
2879,2023-11-30 18:30:00,172,151,6,Malware,High,Closed,12,2,11,8453.34,Internal,Siem,2,6.5,Discovery,T1565,3,5.438,4-24h,2023-11-30,18
2880,2023-07-25 02:30:00,166,353,44,Credential Stuffing,Medium,In Progress,4,3,10,2860.36,Internal,Waf,4,7.8,Discovery,T1547,2,5.73,<4h,2023-07-25,2
2881,2024-10-05 05:59:00,258,501,18,Phishing,Low,In Progress,24,9,7,1236.31,Confidential,Email Gateway,3,5.8,Collection,T1041,1,2.19,4-24h,2024-10-05,5
2882,2023-03-31 21:04:00,150,540,25,Unknown,Low,Closed,17,2,6,2037.3,Unknown,Waf,2,10.0,Persistence,T1021,1,2.197,4-24h,2023-03-31,21
2883,2024-03-30 10:48:00,62,121,40,Malware,High,Closed,2,2,9,1277.48,Confidential,Email Gateway,2,6.0,Collection,T1021,3,5.273,<4h,2024-03-30,10
2884,2023-09-21 10:14:00,138,417,23,Credential Stuffing,High,Closed,14,4,4,1746.5,Confidential,Ids,7,4.2,Execution,T1210,3,8.858,4-24h,2023-09-21,10
2885,2025-03-08 20:27:00,160,115,40,Phishing,Medium,Closed,20,10,7,2801.11,Internal,User Report,4,5.2,Collection,T1055,2,4.893,4-24h,2025-03-08,20
2886,2024-09-05 13:15:00,5,52,37,Credential Stuffing,Low,Closed,4,10,7,3849.81,Internal,Unknown,3,7.6,Discovery,T1055,1,2.44,<4h,2024-09-05,13
2887,2025-04-17 05:03:00,57,406,13,Phishing,Low,In Progress,1,5,2,5352.55,Internal,Edr,2,6.3,Execution,T1210,1,1.791,<4h,2025-04-17,5
2888,2024-08-12 15:41:00,80,177,18,Malware,Low,In Progress,25,5,10,3254.6,Internal,Siem,2,7.7,Persistence,T1055,1,1.945,1-3d,2024-08-12,15
2889,2023-10-15 17:50:00,111,313,50,Insider,High,In Progress,1,2,4,5625.92,Confidential,Waf,2,4.8,Exfiltration,T1059,3,4.878,<4h,2023-10-15,17
2890,2024-05-06 12:26:00,284,50,37,Malware,High,In Progress,39,7,3,1073.32,Public,Waf,4,5.2,Command And Control,T1041,3,7.339,1-3d,2024-05-06,12
2891,2024-03-22 20:44:00,26,85,41,Exploitation,Medium,Closed,1,8,9,2746.07,Internal,Email Gateway,2,7.8,Initial Access,T1041,2,3.911,<4h,2024-03-22,20
2892,2023-01-09 06:12:00,154,567,1,Insider,Low,Closed,7,3,5,3137.32,Restricted,Edr,6,6.6,Discovery,T1078,1,3.23,4-24h,2023-01-09,6
2893,2024-03-25 23:15:00,192,540,26,Exploitation,High,Closed,3,10,8,1726.8,Confidential,User Report,1,3.6,Collection,T1566,3,2.828,<4h,2024-03-25,23
2894,2025-08-08 11:20:00,134,280,27,Malware,Medium,In Progress,4,10,9,3005.04,Internal,Edr,1,7.0,Discovery,T1078,2,2.357,<4h,2025-08-08,11
2895,2024-08-22 04:57:00,202,42,40,Credential Stuffing,Medium,In Progress,4,5,5,595.21,Unknown,User Report,2,7.7,Collection,T1041,2,3.889,<4h,2024-08-22,4
2896,2025-08-11 23:52:00,207,142,32,Ddos,Medium,Open,3,6,7,1362.61,Restricted,Siem,3,8.4,Initial Access,T1565,2,5.102,<4h,2025-08-11,23
2897,2023-12-07 23:13:00,203,307,40,Unknown,Low,Closed,3,16,17,789.64,Internal,Email Gateway,2,7.2,Execution,T1566,1,1.89,<4h,2023-12-07,23
2898,2024-09-05 22:09:00,272,358,27,Phishing,Medium,Open,32,4,12,2526.59,Confidential,User Report,4,6.1,Impact,T1565,2,5.182,1-3d,2024-09-05,22
2899,2023-06-07 16:23:00,22,175,6,Phishing,Medium,Closed,21,7,5,2955.34,Internal,Ids,5,5.8,Discovery,T1565,2,5.662,4-24h,2023-06-07,16
2900,2025-05-08 21:13:00,286,252,2,Phishing,Medium,In Progress,6,1,3,184.26,Confidential,Waf,2,8.7,Collection,T1003,2,4.109,4-24h,2025-05-08,21
2901,2023-12-15 10:35:00,72,92,11,Phishing,Medium,Closed,5,3,7,1242.31,Public,User Report,4,5.3,Persistence,T1021,2,4.925,4-24h,2023-12-15,10
2902,2023-09-24 06:38:00,190,408,31,Exploitation,Medium,Closed,38,9,7,2258.77,Internal,Waf,3,8.0,Command And Control,T1041,2,4.991,1-3d,2023-09-24,6
2903,2023-10-23 23:25:00,2,457,36,Phishing,Critical,Open,3,1,10,9653.62,Internal,Unknown,4,5.3,Initial Access,T1003,4,9.85,<4h,2023-10-23,23
2904,2025-04-30 10:05:00,289,584,7,Phishing,Low,Closed,4,1,5,3630.7,Restricted,Email Gateway,1,5.3,Command And Control,T1566,1,1.061,<4h,2025-04-30,10
2905,2024-04-12 15:23:00,190,71,10,Ransomware,Low,Closed,20,1,2,1738.74,Public,Email Gateway,2,5.8,Impact,T1041,1,1.736,4-24h,2024-04-12,15
2906,2023-11-03 03:50:00,158,170,22,Exploitation,Medium,Closed,9,3,3,3001.28,Internal,Siem,7,5.5,Impact,T1566,2,6.446,4-24h,2023-11-03,3
2907,2024-03-15 08:39:00,278,183,34,Insider,High,In Progress,6,3,1,2041.78,Public,Waf,3,6.6,Privilege Escalation,T1055,3,6.904,4-24h,2024-03-15,8
2908,2025-03-10 20:21:00,293,488,18,Insider,Low,Closed,2,2,7,1440.72,Public,User Report,4,4.4,Collection,T1021,1,2.318,<4h,2025-03-10,20
2909,2023-12-25 12:49:00,164,597,3,Phishing,Medium,Closed,13,1,6,2502.4,Restricted,User Report,3,6.0,Initial Access,T1210,2,4.436,4-24h,2023-12-25,12
2910,2023-11-30 09:46:00,135,216,41,Phishing,Low,Open,2,3,3,356.29,Internal,Ids,1,7.9,Privilege Escalation,T1021,1,1.241,<4h,2023-11-30,9
2911,2024-07-03 15:42:00,253,105,22,Ransomware,High,Open,9,6,3,1942.7,Confidential,User Report,4,4.9,Exfiltration,T1059,3,7.194,4-24h,2024-07-03,15
2912,2023-05-25 23:00:00,299,273,50,Credential Stuffing,High,In Progress,15,16,7,4337.9,Confidential,Email Gateway,2,7.5,Initial Access,T1003,3,5.768,4-24h,2023-05-25,23
2913,2024-02-19 22:15:00,153,116,23,Phishing,Low,Closed,6,4,7,2020.58,Internal,Siem,3,4.2,Discovery,T1547,1,1.969,4-24h,2024-02-19,22
2914,2024-04-19 14:07:00,27,49,8,Phishing,Medium,Open,6,4,2,3680.21,Unknown,Edr,2,8.1,Discovery,T1565,2,3.977,4-24h,2024-04-19,14
2915,2023-09-16 14:29:00,118,295,40,Ransomware,High,Closed,5,18,6,10054.5,Internal,Ids,3,2.0,Privilege Escalation,T1565,3,4.991,4-24h,2023-09-16,14
2916,2023-03-15 21:16:00,275,496,9,Malware,Medium,Closed,6,7,4,2677.1,Confidential,Siem,5,4.4,Discovery,T1210,2,5.16,4-24h,2023-03-15,21
2917,2024-04-24 16:21:00,206,261,7,Exploitation,Medium,Open,2,9,3,1654.14,Restricted,Siem,1,9.4,Discovery,T1041,2,2.689,<4h,2024-04-24,16
2918,2024-10-25 23:40:00,250,317,7,Malware,Medium,Closed,14,5,11,314.22,Confidential,User Report,5,8.1,Command And Control,T1210,2,6.486,4-24h,2024-10-25,23
2919,2025-06-15 20:23:00,240,220,40,Insider,Critical,In Progress,6,0,3,6730.3,Confidential,Waf,3,8.1,Discovery,T1059,4,10.037,4-24h,2025-06-15,20
2920,2023-09-01 04:34:00,188,382,23,Insider,Medium,Closed,4,1,4,872.58,Unknown,Email Gateway,2,7.7,Initial Access,T1565,2,3.889,<4h,2023-09-01,4
2921,2025-02-06 18:50:00,177,498,48,Insider,Critical,Closed,4,1,10,16349.52,Internal,Email Gateway,4,10.0,Defense Evasion,T1003,4,12.876,<4h,2025-02-06,18
2922,2024-01-06 16:06:00,210,413,3,Ddos,Low,Closed,19,2,8,1904.14,Confidential,Siem,2,6.0,Command And Control,T1041,1,1.758,4-24h,2024-01-06,16
2923,2024-10-05 20:07:00,100,421,11,Unknown,Low,Closed,2,4,7,313.41,Confidential,Siem,2,7.2,Privilege Escalation,T1565,1,1.89,<4h,2024-10-05,20
2924,2025-03-16 20:19:00,228,2,20,Phishing,High,Closed,2,3,7,742.3,Internal,Edr,1,10.0,Collection,T1566,3,4.159,<4h,2025-03-16,20
2925,2023-09-15 12:51:00,228,99,17,Ransomware,Medium,Closed,8,2,9,987.64,Restricted,Waf,6,7.5,Collection,T1565,2,6.811,4-24h,2023-09-15,12
2926,2024-08-27 15:46:00,126,298,8,Ddos,Low,Closed,8,18,6,1501.33,Restricted,Email Gateway,4,6.8,Discovery,T1210,1,2.704,4-24h,2024-08-27,15
2927,2024-08-08 10:02:00,266,222,32,Insider,High,Closed,6,9,3,1319.02,Internal,Ids,3,9.5,Discovery,T1021,3,8.11,4-24h,2024-08-08,10
2928,2023-02-07 03:29:00,14,196,39,Malware,Medium,Open,2,4,3,1851.98,Restricted,User Report,7,4.7,Execution,T1190,2,6.114,<4h,2023-02-07,3
2929,2023-03-21 14:22:00,16,41,49,Exploitation,High,Closed,2,6,4,11481.4,Unknown,Edr,5,5.7,Collection,T1190,3,8.439,<4h,2023-03-21,14
2930,2025-08-20 12:29:00,294,277,37,Ransomware,Medium,Closed,3,6,2,276.85,Restricted,Edr,3,6.6,Collection,T1055,2,4.602,<4h,2025-08-20,12
2931,2024-03-18 22:38:00,92,542,21,Exploitation,Medium,Closed,10,1,7,570.35,Unknown,Ids,2,8.4,Impact,T1566,2,4.043,4-24h,2024-03-18,22
2932,2024-02-12 22:09:00,57,374,38,Phishing,Medium,Closed,20,2,5,2796.48,Internal,Siem,2,8.9,Impact,T1055,2,4.153,4-24h,2024-02-12,22
2933,2025-02-28 18:27:00,228,412,44,Ddos,Medium,In Progress,12,3,5,729.9,Confidential,Siem,3,10.0,Discovery,T1078,2,5.545,4-24h,2025-02-28,18
2934,2025-03-20 13:31:00,123,377,44,Phishing,Low,In Progress,2,2,10,2735.08,Internal,Ids,1,5.3,Command And Control,T1547,1,1.061,<4h,2025-03-20,13
2935,2024-02-22 01:31:00,30,466,9,Phishing,High,In Progress,14,4,7,4505.32,Internal,Siem,3,7.7,Command And Control,T1055,3,7.361,4-24h,2024-02-22,1
2936,2023-08-08 08:49:00,44,219,15,Ddos,Low,Closed,3,2,3,738.32,Unknown,Ids,1,0.8,Execution,T1078,1,0.749,<4h,2023-08-08,8
2937,2024-09-18 00:04:00,140,195,4,Malware,Medium,Closed,3,6,5,2097.76,Public,Email Gateway,2,8.8,Collection,T1041,2,4.131,<4h,2024-09-18,0
2938,2023-06-18 15:40:00,159,233,28,Ddos,Medium,In Progress,6,10,2,1201.28,Confidential,User Report,3,5.8,Impact,T1078,2,4.381,4-24h,2023-06-18,15
2939,2023-11-18 15:45:00,291,424,29,Malware,High,Closed,28,26,8,4462.62,Internal,Edr,2,7.0,Defense Evasion,T1055,3,5.603,1-3d,2023-11-18,15
2940,2023-01-23 06:45:00,6,53,30,Exploitation,Medium,Open,30,6,9,4610.03,Restricted,Waf,4,7.5,Privilege Escalation,T1210,2,5.633,1-3d,2023-01-23,6
2941,2025-03-03 20:27:00,187,575,10,Phishing,Low,Closed,13,2,7,4244.47,Internal,User Report,4,8.7,Initial Access,T1055,1,3.01,4-24h,2025-03-03,20
2942,2023-06-28 10:11:00,213,243,47,Exploitation,Low,Closed,11,3,6,276.63,Public,User Report,1,5.9,Exfiltration,T1041,1,1.102,4-24h,2023-06-28,10
2943,2024-12-25 02:09:00,260,536,25,Credential Stuffing,High,Closed,5,3,2,7263.52,Confidential,User Report,3,6.7,Exfiltration,T1566,3,6.945,4-24h,2024-12-25,2
2944,2023-04-01 04:43:00,66,201,11,Exploitation,Low,Closed,4,3,5,1260.56,Internal,Edr,4,5.4,Defense Evasion,T1565,1,2.479,<4h,2023-04-01,4
2945,2024-11-04 05:20:00,82,387,6,Insider,Medium,Closed,3,5,2,1458.18,Public,Edr,1,6.8,Exfiltration,T1003,2,2.329,<4h,2024-11-04,5
2946,2025-03-19 20:34:00,291,151,22,Malware,Low,Closed,4,1,14,1661.77,Public,Email Gateway,7,8.4,Defense Evasion,T1021,1,3.826,<4h,2025-03-19,20
2947,2025-02-15 10:28:00,136,280,25,Phishing,Low,Closed,16,2,12,5120.76,Confidential,Ids,2,7.1,Privilege Escalation,T1059,1,1.879,4-24h,2025-02-15,10
2948,2024-01-19 21:52:00,163,287,19,Malware,High,Closed,1,3,4,3594.4,Restricted,Edr,4,5.6,Execution,T1055,3,7.532,<4h,2024-01-19,21
2949,2023-04-10 22:34:00,176,88,14,Exploitation,Low,Closed,9,2,7,2028.94,Internal,User Report,3,1.1,Collection,T1078,1,1.539,4-24h,2023-04-10,22
2950,2024-06-07 00:43:00,174,148,4,Ransomware,Medium,Open,23,4,7,3304.16,Confidential,Siem,3,9.0,Command And Control,T1565,2,5.268,4-24h,2024-06-07,0
2951,2024-10-20 17:06:00,111,456,47,Ransomware,Low,Closed,22,3,11,1336.32,Confidential,User Report,6,5.3,Command And Control,T1041,1,2.977,4-24h,2024-10-20,17
2952,2025-03-10 03:34:00,144,509,6,Phishing,Low,Closed,15,6,12,1401.87,Internal,Ids,5,6.4,Lateral Movement,T1565,1,2.938,4-24h,2025-03-10,3
2953,2023-05-18 05:01:00,39,268,43,Malware,Medium,Closed,23,2,11,348.26,Internal,Email Gateway,2,10.0,Privilege Escalation,T1078,2,4.394,4-24h,2023-05-18,5
2954,2023-09-06 10:17:00,31,100,8,Phishing,High,Closed,11,1,3,3469.24,Public,Siem,4,3.9,Collection,T1059,3,6.711,4-24h,2023-09-06,10
2955,2024-07-08 06:58:00,200,12,13,Phishing,Medium,In Progress,6,7,6,2491.51,Public,Edr,4,8.7,Command And Control,T1003,2,6.019,4-24h,2024-07-08,6
2956,2025-06-18 12:58:00,150,480,31,Exploitation,Low,In Progress,2,25,6,683.11,Internal,Edr,5,5.0,Exfiltration,T1190,1,2.688,<4h,2025-06-18,12
2957,2024-03-07 21:42:00,248,446,7,Insider,Medium,Open,14,10,3,1184.86,Internal,Email Gateway,2,3.8,Privilege Escalation,T1003,2,3.032,4-24h,2024-03-07,21
2958,2024-01-22 04:47:00,192,3,31,Phishing,High,Open,21,4,12,1468.0,Restricted,User Report,5,2.3,Impact,T1003,3,6.612,4-24h,2024-01-22,4
2959,2024-12-06 02:40:00,214,190,7,Malware,Medium,Closed,5,10,1,2445.0,Internal,User Report,3,3.8,Persistence,T1190,2,3.826,4-24h,2024-12-06,2
2960,2023-10-16 17:33:00,265,405,36,Phishing,Medium,Closed,11,1,5,5367.26,Confidential,Edr,6,3.8,Impact,T1041,2,5.371,4-24h,2023-10-16,17
2961,2023-04-16 16:24:00,295,228,3,Credential Stuffing,Medium,Closed,9,8,3,2420.24,Internal,Siem,4,5.7,Impact,T1059,2,5.054,4-24h,2023-04-16,16
2962,2024-02-01 09:41:00,169,411,17,Malware,High,Closed,16,6,3,7827.28,Public,Email Gateway,1,4.0,Lateral Movement,T1003,3,2.911,4-24h,2024-02-01,9
2963,2023-11-02 03:37:00,43,411,3,Phishing,Low,Open,7,5,12,4090.23,Internal,Ids,5,5.2,Impact,T1078,1,2.723,4-24h,2023-11-02,3
2964,2024-09-15 21:01:00,199,257,37,Malware,High,Closed,3,5,8,1400.06,Confidential,Edr,3,9.8,Exfiltration,T1003,3,8.235,<4h,2024-09-15,21
2965,2024-10-22 00:14:00,153,134,22,Unknown,High,In Progress,1,5,5,10430.78,Confidential,Waf,1,6.1,Execution,T1547,3,3.348,<4h,2024-10-22,0
2966,2024-04-06 21:03:00,64,566,5,Phishing,Medium,Open,6,1,5,7152.61,Internal,Waf,1,5.8,Discovery,T1055,2,2.19,4-24h,2024-04-06,21
2967,2024-08-10 03:12:00,204,558,10,Exploitation,Low,Closed,3,11,6,551.46,Internal,Email Gateway,3,4.2,Lateral Movement,T1003,1,1.969,<4h,2024-08-10,3
2968,2023-01-12 14:17:00,90,121,22,Malware,Medium,Closed,5,4,3,2386.11,Confidential,Siem,4,5.3,Execution,T1547,2,4.925,4-24h,2023-01-12,14
2969,2023-09-12 20:57:00,204,142,50,Insider,High,Closed,7,9,3,3036.14,Internal,Ids,1,9.6,Persistence,T1021,3,4.076,4-24h,2023-09-12,20
2970,2025-03-25 00:08:00,90,116,28,Phishing,Medium,Open,18,5,3,2772.67,Confidential,Email Gateway,1,1.1,Initial Access,T1055,2,1.539,4-24h,2025-03-25,0
2971,2024-12-25 16:29:00,188,283,33,Insider,Low,Closed,4,4,6,1203.68,Public,Unknown,3,6.1,Persistence,T1547,1,2.232,<4h,2024-12-25,16
2972,2023-08-26 06:49:00,189,559,15,Phishing,Low,Open,25,2,7,2028.8,Confidential,Email Gateway,2,5.8,Defense Evasion,T1078,1,1.736,1-3d,2023-08-26,6
2973,2024-11-29 19:40:00,43,5,27,Insider,High,In Progress,8,8,14,7967.5,Internal,Ids,3,2.1,Collection,T1078,3,5.032,4-24h,2024-11-29,19
2974,2025-06-25 10:54:00,44,492,20,Credential Stuffing,Medium,Closed,12,2,7,168.17,Confidential,Ids,7,5.4,Defense Evasion,T1021,2,6.405,4-24h,2025-06-25,10
2975,2024-08-10 06:49:00,177,126,2,Insider,Medium,Open,5,5,3,3311.11,Confidential,Siem,3,6.0,Execution,T1041,2,4.436,4-24h,2024-08-10,6
2976,2023-02-18 02:09:00,279,251,13,Malware,Low,Closed,3,5,4,170.39,Restricted,Edr,1,9.9,Exfiltration,T1210,1,1.379,<4h,2023-02-18,2
2977,2024-01-12 16:40:00,299,494,37,Exploitation,Medium,Closed,7,2,3,1987.19,Confidential,Email Gateway,6,3.9,Initial Access,T1078,2,5.41,4-24h,2024-01-12,16
2978,2023-12-14 19:29:00,52,505,32,Exploitation,Low,Closed,7,2,4,2184.69,Internal,Edr,3,4.6,Collection,T1190,1,2.024,4-24h,2023-12-14,19
2979,2023-07-16 01:22:00,211,513,29,Phishing,Medium,In Progress,1,13,16,4608.75,Confidential,Edr,2,8.6,Exfiltration,T1041,2,4.087,<4h,2023-07-16,1
2980,2023-03-17 04:16:00,196,5,22,Insider,Low,In Progress,2,4,5,918.21,Internal,Edr,2,9.8,Lateral Movement,T1041,1,2.175,<4h,2023-03-17,4
2981,2024-07-07 07:48:00,285,329,14,Credential Stuffing,Critical,Closed,9,2,9,1094.2,Internal,Siem,4,0.1,Collection,T1021,4,6.502,4-24h,2024-07-07,7
2982,2024-07-26 08:07:00,286,465,49,Phishing,Medium,In Progress,2,4,3,1425.8,Public,User Report,3,7.0,Collection,T1003,2,4.713,<4h,2024-07-26,8
2983,2025-06-05 21:27:00,32,10,25,Phishing,Low,Open,3,1,4,3005.43,Confidential,Ids,4,2.7,Privilege Escalation,T1041,1,2.044,<4h,2025-06-05,21
2984,2023-11-29 20:53:00,233,239,6,Exploitation,Critical,Open,9,2,12,1068.82,Internal,Waf,2,7.0,Collection,T1078,4,7.471,4-24h,2023-11-29,20
2985,2023-02-15 07:14:00,91,271,38,Ddos,Low,Closed,10,2,4,2426.11,Confidential,User Report,2,8.7,Collection,T1210,1,2.054,4-24h,2023-02-15,7
2986,2025-07-23 15:57:00,136,349,8,Malware,Medium,Open,8,14,5,1378.97,Internal,Edr,2,6.9,Defense Evasion,T1055,2,3.713,4-24h,2025-07-23,15
2987,2023-10-15 17:54:00,23,311,45,Exploitation,Low,Closed,4,8,1,1335.03,Confidential,User Report,6,2.9,Privilege Escalation,T1566,1,2.51,<4h,2023-10-15,17
2988,2024-07-08 02:22:00,199,21,22,Phishing,High,Closed,6,5,8,11524.36,Internal,Ids,1,4.2,Persistence,T1003,3,2.953,4-24h,2024-07-08,2
2989,2023-02-22 14:38:00,299,369,38,Phishing,Medium,Closed,8,7,9,2611.26,Public,Waf,6,3.6,Defense Evasion,T1003,2,5.293,4-24h,2023-02-22,14
2990,2024-02-28 03:06:00,56,53,31,Exploitation,Medium,Closed,8,8,4,406.13,Public,Email Gateway,1,4.0,Collection,T1021,2,1.941,4-24h,2024-02-28,3
2991,2023-11-11 14:23:00,149,360,27,Phishing,Low,Closed,19,4,2,966.17,Confidential,Ids,6,2.8,Collection,T1059,1,2.491,4-24h,2023-11-11,14
2992,2024-06-08 18:50:00,234,156,11,Malware,Low,Closed,9,4,1,3475.56,Internal,User Report,5,5.0,Impact,T1547,1,2.688,4-24h,2024-06-08,18
2993,2023-08-04 09:32:00,173,275,44,Unknown,Low,In Progress,4,1,6,3383.85,Confidential,Edr,1,9.3,Privilege Escalation,T1547,1,1.338,<4h,2023-08-04,9
2994,2023-01-11 19:32:00,133,390,34,Exploitation,Medium,Closed,1,3,3,1025.84,Internal,Ids,5,8.1,Lateral Movement,T1190,2,6.486,<4h,2023-01-11,19
2995,2025-05-13 13:24:00,94,418,5,Phishing,Critical,Open,2,4,3,2358.92,Internal,Siem,5,6.2,Command And Control,T1059,4,11.611,<4h,2025-05-13,13
2996,2025-08-11 13:50:00,281,488,3,Exploitation,Medium,Open,8,6,2,414.94,Confidential,Email Gateway,3,6.6,Collection,T1003,2,4.602,4-24h,2025-08-11,13
2997,2025-06-30 14:28:00,192,480,3,Exploitation,Low,Open,4,7,6,1104.34,Confidential,Waf,3,5.7,Privilege Escalation,T1547,1,2.176,<4h,2025-06-30,14
2998,2024-08-01 13:09:00,193,229,32,Malware,Low,In Progress,5,3,1,3113.69,Confidential,User Report,1,6.2,Exfiltration,T1059,1,1.123,4-24h,2024-08-01,13
2999,2025-06-19 23:51:00,228,72,43,Insider,Medium,Open,2,2,17,210.77,Confidential,Edr,3,7.8,Initial Access,T1003,2,4.935,<4h,2025-06-19,23
3000,2025-02-16 07:22:00,64,134,36,Ransomware,Medium,Closed,7,6,3,1826.44,Internal,Email Gateway,6,7.9,Lateral Movement,T1059,2,6.966,4-24h,2025-02-16,7
3001,2023-07-11 21:50:00,17,417,35,Malware,Medium,Closed,5,5,4,4638.57,Restricted,Waf,4,6.7,Persistence,T1041,2,5.376,4-24h,2023-07-11,21
3002,2023-07-26 05:14:00,99,248,4,Phishing,Medium,In Progress,16,3,7,968.95,Confidential,Siem,3,8.0,Privilege Escalation,T1547,2,4.991,4-24h,2023-07-26,5
3003,2024-08-26 07:16:00,144,389,2,Phishing,Medium,Open,5,3,6,1525.65,Internal,User Report,3,5.5,Initial Access,T1021,2,4.298,4-24h,2024-08-26,7
3004,2024-08-02 08:45:00,117,3,26,Phishing,Critical,Closed,47,9,6,9774.42,Public,Email Gateway,1,6.8,Discovery,T1565,4,4.658,1-3d,2024-08-02,8
3005,2023-05-14 06:21:00,225,551,26,Exploitation,Low,In Progress,19,7,5,2631.7,Confidential,Ids,4,3.1,Persistence,T1547,1,2.108,4-24h,2023-05-14,6
3006,2023-11-09 02:08:00,259,352,16,Ddos,High,Open,10,3,9,7656.46,Internal,User Report,2,6.6,Initial Access,T1190,3,5.471,4-24h,2023-11-09,2
3007,2025-03-15 12:55:00,136,260,34,Phishing,Low,Closed,4,11,6,1300.42,Confidential,Email Gateway,3,7.3,Discovery,T1041,1,2.398,<4h,2025-03-15,12
3008,2024-06-28 15:49:00,175,252,7,Ddos,High,Open,18,4,30,4203.28,Internal,Edr,2,10.0,Exfiltration,T1565,3,6.592,4-24h,2024-06-28,15
3009,2025-02-10 16:50:00,6,263,11,Insider,Low,Closed,3,10,7,1480.29,Confidential,Ids,3,4.3,Discovery,T1041,1,1.982,<4h,2025-02-10,16
3010,2025-07-15 04:33:00,4,332,16,Ransomware,Medium,Open,15,1,3,927.13,Internal,User Report,3,6.4,Lateral Movement,T1041,2,4.547,4-24h,2025-07-15,4
3011,2023-05-16 11:21:00,16,492,36,Exploitation,Low,Closed,6,2,12,2129.82,Confidential,User Report,3,6.9,Command And Control,T1055,1,2.343,4-24h,2023-05-16,11
3012,2024-10-14 14:34:00,204,29,44,Malware,Low,In Progress,9,6,7,1055.48,Unknown,Siem,4,6.3,Initial Access,T1078,1,2.623,4-24h,2024-10-14,14
3013,2025-01-09 18:08:00,87,126,16,Phishing,Medium,Closed,12,4,10,2215.86,Public,Edr,2,4.6,Collection,T1190,2,3.208,4-24h,2025-01-09,18
3014,2025-07-12 02:39:00,167,574,26,Phishing,Low,Closed,3,7,5,1425.48,Public,User Report,2,7.4,Privilege Escalation,T1547,1,1.912,<4h,2025-07-12,2
3015,2025-03-05 18:42:00,68,553,31,Insider,Medium,In Progress,5,21,5,2791.73,Internal,Email Gateway,5,6.0,Command And Control,T1003,2,5.734,4-24h,2025-03-05,18
3016,2023-06-13 16:31:00,104,79,17,Ddos,Critical,Closed,13,3,29,2784.98,Internal,Siem,3,3.4,Defense Evasion,T1547,4,7.431,4-24h,2023-06-13,16
3017,2024-01-06 13:11:00,296,116,31,Malware,Low,In Progress,4,11,11,2246.78,Confidential,Waf,5,4.5,Exfiltration,T1021,1,2.598,<4h,2024-01-06,13
3018,2023-11-14 09:07:00,219,9,16,Malware,Medium,Closed,44,5,6,1409.93,Restricted,Siem,1,3.1,Persistence,T1055,2,1.816,1-3d,2023-11-14,9
3019,2024-07-24 16:00:00,242,5,2,Insider,Low,Closed,4,1,7,3031.67,Internal,Ids,3,5.5,Execution,T1190,1,2.149,<4h,2024-07-24,16
3020,2023-07-03 16:31:00,160,347,44,Phishing,Low,Closed,7,3,3,677.32,Public,Edr,7,7.0,Persistence,T1190,1,3.535,4-24h,2023-07-03,16
3021,2023-05-31 21:10:00,2,85,47,Insider,Medium,Open,8,16,3,3536.15,Public,User Report,3,3.9,Discovery,T1041,2,3.854,4-24h,2023-05-31,21
3022,2024-01-11 08:04:00,204,283,34,Credential Stuffing,Medium,Closed,4,5,4,2287.68,Public,User Report,1,5.2,Exfiltration,T1059,2,2.107,<4h,2024-01-11,8
3023,2024-11-05 22:04:00,29,276,26,Malware,Medium,Closed,19,3,8,5107.24,Confidential,User Report,3,6.1,Persistence,T1003,2,4.464,4-24h,2024-11-05,22
3024,2023-11-24 20:47:00,10,101,23,Malware,High,Closed,7,4,11,2711.04,Restricted,Siem,2,4.1,Lateral Movement,T1565,3,4.647,4-24h,2023-11-24,20
3025,2024-11-27 18:28:00,130,283,11,Phishing,High,Closed,23,7,7,11070.02,Restricted,Edr,4,5.0,Privilege Escalation,T1021,3,7.242,4-24h,2024-11-27,18
3026,2023-02-26 15:34:00,175,300,48,Phishing,Low,Open,2,5,3,149.8,Confidential,Email Gateway,3,9.1,Privilege Escalation,T1078,1,2.648,<4h,2023-02-26,15
